Age,Gender,Occupation,Daily_AI_Usage_Hours,AI_Usage_Purpose,Specialization,AI_Tools_Used,AI_Usage_Frequency,AI_Skill_Level,Device_Used,Data_Privacy_Concern,AI_Trust_Level,Location,Language_Preference,Internet_Speed,AI_Usage_Change_in_6_Months,Uses_Paid_AI_Tools,Satisfaction_Level,Can_Live_Without_AI,Task_Complexity,Time_to_Respond_Seconds,Performance (%)
41,Male,Doctor,1,Work,,Copilot,Daily,Advanced,Laptop,High,Low,Suburban,French,Medium,Increased,No,5,Yes,3,66,67
62,,Engineer,1,Daily Life,Engineering,Midjourney,Rarely,Beginner,Laptop,Medium,,Suburban,Spanish,Medium,Increased,No,2,Yes,2,34,67
60,Female,Unemployed,0,Work,Business,ChatGPT,Sometimes,Intermediate,Laptop,Medium,Moderate,Urban,English,Fast,Decreased,No,1,Yes,2,34,67
62,,Freelancer,7,Work,Art,ChatGPT,Sometimes,Beginner,Tablet,Medium,High,Rural,Spanish,Medium,Increased,Yes,7,No,2,25,85
23,Male,Student,0,Shopping,Law,Copilot,Daily,Beginner,Desktop,Medium,Low,Urban,English,Fast,Same,Yes,10,No,2,26,87
30,,Doctor,6,Study,Education,Other,Often,Intermediate,Laptop,Low,Low,Urban,English,Fast,Decreased,No,10,No,3,74,67
24,,Doctor,10,,Medicine,Midjourney,Daily,Advanced,Mobile,Medium,Low,Rural,French,Slow,Same,Yes,8,No,3,55,83
61,,Doctor,9,Shopping,,Bard,Sometimes,Beginner,Desktop,Medium,,Suburban,French,Slow,Same,Yes,7,No,3,88,63
36,Male,Designer,3,Health,Computer Science,ChatGPT,Rarely,,Tablet,Low,High,Suburban,Spanish,Fast,Decreased,No,5,Yes,3,84,67
42,,Freelancer,5,Shopping,Business,Bard,Rarely,Advanced,Mobile,Medium,High,Suburban,English,Medium,Same,No,8,No,2,35,65
53,Female,Student,3,Health,Business,Midjourney,Daily,Advanced,Laptop,High,Low,Suburban,English,Slow,Increased,,7,No,2,46,65
48,,Teacher,0,Work,Art,Copilot,Daily,Beginner,Desktop,Medium,Low,Rural,Arabic,Slow,Same,Yes,1,Yes,2,32,67
25,Male,Freelancer,8,Daily Life,Medicine,Bard,Daily,Advanced,Tablet,High,Moderate,Urban,English,Slow,Decreased,Yes,5,Yes,2,23,83
29,,Unemployed,2,Daily Life,Computer Science,Midjourney,Sometimes,Intermediate,Laptop,High,Low,Urban,English,Slow,Decreased,Yes,8,No,1,29,85
51,Male,Researcher,9,Daily Life,Education,Bard,Often,Advanced,Mobile,High,Low,Rural,French,Fast,Same,Yes,7,No,2,20,85
34,Male,Researcher,10,Work,Education,Midjourney,Often,Advanced,Mobile,High,High,Suburban,French,Slow,Same,No,10,No,2,27,85
57,,Designer,5,Study,Computer Science,Bard,Often,Beginner,Tablet,Low,Low,Rural,Arabic,Medium,Same,Yes,6,No,2,45,63
35,,Designer,4,Study,Medicine,Other,,Intermediate,Laptop,Medium,Low,Suburban,Spanish,Medium,Increased,Yes,7,No,2,28,85
47,Male,Researcher,12,Study,Art,Midjourney,Rarely,Intermediate,Mobile,High,High,Suburban,Spanish,Fast,Same,No,8,No,2,49,65
27,,Teacher,1,Health,Business,Copilot,Often,Advanced,Mobile,Medium,High,Suburban,Spanish,Fast,Same,Yes,10,No,3,47,83
34,,Designer,2,Entertainment,Art,Midjourney,Rarely,Beginner,Tablet,High,High,Rural,Arabic,Fast,Increased,No,8,No,2,22,87
24,Female,Designer,12,Health,Computer Science,Notion AI,Daily,Intermediate,Mobile,High,Moderate,Urban,French,Slow,Same,Yes,5,Yes,3,62,61
37,,Unemployed,9,Health,Art,Notion AI,Daily,Intermediate,Laptop,High,Moderate,Urban,Arabic,Fast,Decreased,No,3,Yes,2,50,63
63,Female,Unemployed,1,Study,Business,Copilot,,,Mobile,High,Low,Suburban,Spanish,Fast,Decreased,No,9,No,2,27,85
46,,Teacher,11,Study,,Midjourney,Often,Intermediate,Mobile,High,High,Urban,Spanish,Medium,Increased,No,10,No,2,44,63
45,Female,Researcher,47,Daily Life,Art,ChatGPT,Rarely,Intermediate,Desktop,Low,Low,Rural,Arabic,Fast,Increased,No,6,No,2,32,65
59,Male,Doctor,9,Daily Life,Engineering,Midjourney,Daily,Advanced,Tablet,Low,Low,Urban,French,Fast,Increased,No,3,Yes,2,42,63
32,Female,Teacher,1,Daily Life,Law,Notion AI,Daily,Intermediate,Tablet,Medium,Low,Suburban,French,Slow,Decreased,No,9,No,2,32,63
61,Female,Teacher,9,Shopping,Medicine,ChatGPT,Rarely,Beginner,Tablet,High,High,Rural,Spanish,Fast,Same,No,6,No,2,44,63
56,,Researcher,3,Health,Computer Science,Midjourney,Rarely,Advanced,Tablet,High,Moderate,Suburban,Spanish,Medium,Same,Yes,10,No,3,48,77
40,Female,Doctor,6,Study,Medicine,Bard,Often,Beginner,Laptop,High,Low,Urban,English,Medium,Same,No,4,Yes,3,59,77
27,Female,Engineer,4,Health,Business,Midjourney,Rarely,,Tablet,Low,Low,Rural,English,Fast,Increased,No,3,Yes,4,80,77
33,Female,Student,2,Entertainment,Medicine,Bard,Daily,Beginner,Laptop,Low,Low,Suburban,English,Fast,Decreased,Yes,7,No,2,34,65
57,,Designer,11,Health,Business,ChatGPT,Rarely,Advanced,Desktop,Low,Low,Rural,Spanish,Medium,Increased,No,5,Yes,3,78,63
19,Female,Designer,1,Shopping,Medicine,Midjourney,Often,Beginner,Mobile,Medium,Moderate,Urban,English,Medium,Same,Yes,5,Yes,2,35,67
39,,Teacher,4,Study,Art,Bard,Often,Advanced,Desktop,Low,Low,Urban,French,Medium,Increased,Yes,10,No,2,21,83
50,Male,Designer,0,Entertainment,Law,ChatGPT,Often,Beginner,Laptop,Medium,Moderate,Urban,Spanish,Medium,Same,No,7,No,2,30,83
20,Male,Doctor,8,Health,Law,Midjourney,Daily,Intermediate,Laptop,Low,Moderate,Urban,Spanish,Slow,Increased,Yes,7,No,4,117,63
33,Male,Researcher,10,Study,Business,ChatGPT,Daily,Intermediate,Laptop,Low,Moderate,Suburban,French,Medium,Same,Yes,8,No,2,48,65
20,Female,Doctor,12,Shopping,Art,Bard,Rarely,Advanced,Laptop,High,High,Urban,Arabic,Slow,Decreased,No,9,No,3,69,61
104,,Engineer,7,Health,Computer Science,Bard,Sometimes,Intermediate,Desktop,Low,Low,Suburban,French,Fast,Decreased,Yes,10,No,4,79,75
64,,Unemployed,8,Daily Life,Medicine,Midjourney,Often,Advanced,Mobile,High,High,Suburban,Spanish,Medium,Decreased,Yes,9,No,1,24,85
27,Female,Freelancer,12,Entertainment,Engineering,Bard,Daily,Intermediate,Tablet,Low,Low,Suburban,Spanish,Slow,Increased,Yes,5,Yes,2,23,85
22,Female,Doctor,2,Work,Engineering,Notion AI,Daily,Advanced,Laptop,High,Moderate,Suburban,Spanish,Slow,Same,Yes,5,Yes,3,86,63
29,Female,Engineer,12,Work,Law,Notion AI,Often,Beginner,Laptop,Low,,Urban,English,Slow,Increased,Yes,3,Yes,3,54,78
45,,Designer,10,Work,Computer Science,Bard,Daily,Beginner,Mobile,High,High,Suburban,French,Slow,Same,No,2,Yes,2,39,65
48,Female,Designer,2,Health,Business,Notion AI,Often,Intermediate,,High,Low,Urban,Arabic,,Same,No,4,Yes,3,40,77
60,Male,Student,0,Entertainment,Business,Other,Often,Beginner,Desktop,High,Low,Rural,French,Slow,Same,Yes,5,Yes,2,50,63
49,Female,Designer,7,Health,Medicine,Notion AI,Sometimes,Intermediate,Desktop,Medium,Moderate,Suburban,French,Fast,Decreased,Yes,7,No,3,42,83
29,,Engineer,4,Study,Art,Midjourney,Rarely,Intermediate,Desktop,High,Low,Suburban,French,Slow,Same,Yes,4,Yes,3,82,65
24,Male,Engineer,5,Entertainment,Law,ChatGPT,Sometimes,Advanced,Laptop,High,Low,Urban,French,Medium,Decreased,No,6,No,3,44,80
45,Male,Engineer,2,Entertainment,,Midjourney,Daily,Advanced,Laptop,High,,Urban,Arabic,Fast,Decreased,No,3,Yes,3,49,83
47,Male,Designer,0,Study,,Notion AI,Sometimes,Beginner,Desktop,Low,Moderate,Rural,French,Slow,Increased,No,10,No,2,25,83
29,,Teacher,0,Entertainment,Computer Science,Notion AI,Daily,Beginner,Desktop,High,Low,Rural,French,Medium,Increased,No,5,Yes,2,27,85
43,,Unemployed,0,Shopping,Business,Notion AI,Often,Intermediate,Mobile,High,Low,Suburban,Arabic,Fast,Same,No,2,Yes,2,47,65
59,,Student,0,Shopping,Medicine,Copilot,Rarely,Beginner,Laptop,Medium,Moderate,Rural,French,Medium,Decreased,Yes,6,No,2,22,83
31,Female,Researcher,1,Shopping,Medicine,Midjourney,Often,Advanced,Desktop,High,High,Rural,English,Medium,Same,Yes,8,No,2,32,67
57,Male,Freelancer,9,Work,Business,Other,Rarely,Advanced,Desktop,Low,Moderate,Urban,Arabic,Medium,Increased,No,10,No,2,39,65
50,,Engineer,0,Entertainment,Medicine,,,Beginner,,High,High,Urban,Spanish,,Same,Yes,2,Yes,3,79,65
30,,Student,2,Health,Art,Midjourney,Often,Beginner,Tablet,High,High,Urban,Arabic,Slow,Same,Yes,4,Yes,2,36,67
64,,Student,3,Shopping,Engineering,Midjourney,Sometimes,Intermediate,Tablet,High,Low,Urban,Spanish,Slow,Same,No,7,No,2,22,85
61,Male,Student,3,Work,Law,Bard,Rarely,Advanced,Laptop,Medium,Low,Suburban,Spanish,Medium,Increased,No,10,No,2,49,67
39,Female,Freelancer,11,Work,,ChatGPT,Sometimes,Advanced,Laptop,High,Low,Suburban,French,Fast,Decreased,No,6,No,2,41,67
53,Male,Doctor,5,Shopping,Business,Bard,Often,Intermediate,Mobile,Medium,,Rural,English,Medium,Same,Yes,6,No,3,75,65
32,,Researcher,12,Entertainment,Medicine,Bard,Rarely,Advanced,Laptop,Medium,Moderate,Suburban,Spanish,Slow,Decreased,No,7,No,2,50,67
32,,Unemployed,8,Daily Life,Medicine,Notion AI,Daily,Beginner,Laptop,Medium,High,Rural,English,Slow,Same,Yes,10,No,1,11,83
22,,Doctor,9,Shopping,Engineering,Notion AI,Daily,Intermediate,Laptop,High,High,Rural,Arabic,Slow,Same,No,3,Yes,3,79,65
35,,Freelancer,11,Study,Education,Bard,Rarely,Advanced,Laptop,Low,High,Suburban,French,Medium,Same,Yes,3,Yes,2,29,85
40,Male,Unemployed,9,Health,Law,ChatGPT,Often,Intermediate,Desktop,High,High,Suburban,French,Slow,Same,Yes,1,Yes,2,43,63
25,,Teacher,6,Study,Business,Other,Daily,Beginner,Mobile,Low,Low,Rural,English,Slow,Increased,Yes,10,No,2,42,63
62,Male,Freelancer,2,Study,Engineering,Notion AI,Daily,Intermediate,Tablet,Low,High,Urban,French,Medium,Decreased,Yes,6,No,2,28,83
32,,Freelancer,2,Entertainment,Engineering,Midjourney,Sometimes,Intermediate,Mobile,Low,Low,Suburban,Arabic,Slow,Increased,No,9,No,2,42,67
21,Male,Designer,11,Entertainment,Engineering,Bard,Daily,Advanced,Tablet,Medium,Moderate,Rural,English,Medium,Same,No,5,Yes,2,22,83
55,Female,Teacher,8,Entertainment,Medicine,Other,Daily,Beginner,,Low,Low,Rural,Spanish,Fast,Same,No,6,No,2,22,83
37,Female,Student,1,Study,Art,Copilot,Daily,Beginner,Mobile,Medium,Moderate,Urban,English,Fast,Decreased,No,2,Yes,2,30,87
62,,Engineer,0,Work,Art,Copilot,Daily,Beginner,Desktop,Low,High,Urban,Spanish,Fast,Decreased,No,6,No,3,44,83
24,Female,Engineer,7,Daily Life,,Bard,Sometimes,Beginner,Desktop,Low,High,Rural,Spanish,Fast,Increased,No,2,Yes,2,31,65
64,Male,Doctor,10,Study,Art,Other,Sometimes,Beginner,Laptop,Medium,Moderate,Rural,Arabic,Slow,Same,Yes,3,Yes,3,73,61
63,Female,Designer,0,Work,Education,Midjourney,Daily,Intermediate,Mobile,Low,Moderate,Suburban,Arabic,Slow,Decreased,No,8,No,2,20,87
47,,Unemployed,4,Study,Business,Bard,Sometimes,Intermediate,Desktop,Low,Low,Suburban,English,Fast,Same,Yes,8,No,2,50,67
34,Female,Designer,4,Work,Education,Notion AI,Daily,Advanced,Tablet,High,Low,Urban,Arabic,Slow,Decreased,No,2,Yes,2,31,67
21,Male,Student,6,,Engineering,Copilot,Often,Intermediate,Desktop,Low,Moderate,Rural,French,Medium,Decreased,Yes,7,No,2,49,67
62,,Freelancer,0,Health,Law,Other,Sometimes,Advanced,Laptop,Low,Moderate,Urban,French,Fast,Decreased,No,5,Yes,3,50,80
23,Male,Unemployed,4,Work,Art,Bard,Rarely,Intermediate,Laptop,High,Low,Rural,Spanish,Slow,Decreased,Yes,3,Yes,2,48,67
62,,Researcher,3,Entertainment,Engineering,Midjourney,Rarely,Intermediate,Mobile,Low,Low,Rural,French,Medium,Same,Yes,6,No,2,45,63
58,Female,Researcher,11,Entertainment,Medicine,Midjourney,,Intermediate,,Low,High,Urban,Arabic,Medium,Decreased,Yes,3,Yes,2,40,67
61,Male,Engineer,6,Entertainment,Engineering,Midjourney,Daily,Intermediate,Laptop,Medium,Moderate,Suburban,Arabic,,Decreased,No,8,No,3,82,61
59,Male,Engineer,1,Health,Engineering,ChatGPT,Often,Intermediate,Mobile,Medium,High,Suburban,English,Fast,Increased,Yes,9,No,4,104,63
34,,Researcher,1,Shopping,Art,Bard,Rarely,Beginner,Laptop,Medium,High,Suburban,Spanish,Fast,Same,Yes,1,Yes,2,28,85
37,Male,Student,3,Entertainment,Art,Bard,Rarely,,Tablet,High,Low,Urban,Spanish,Fast,Increased,No,9,No,2,26,87
51,,Unemployed,0,Shopping,Medicine,ChatGPT,Sometimes,Beginner,,Medium,Moderate,Suburban,English,Fast,Decreased,Yes,6,No,2,42,65
42,Female,Engineer,12,Work,Art,Bard,Sometimes,Advanced,Tablet,Medium,Moderate,Rural,French,Fast,Increased,No,4,Yes,3,74,65
62,,Freelancer,10,Health,Computer Science,Copilot,Sometimes,Beginner,Laptop,Medium,High,Urban,English,Slow,Increased,No,8,No,3,51,78
40,Male,Researcher,6,Daily Life,Computer Science,,Sometimes,Intermediate,,Low,Low,Urban,French,Fast,Decreased,No,1,Yes,2,34,67
33,,Engineer,2,Daily Life,Education,Other,Rarely,Advanced,Mobile,Medium,Low,Urban,French,Medium,Decreased,No,10,No,2,31,63
35,Female,Unemployed,0,Health,Engineering,Copilot,Daily,Beginner,Desktop,High,High,Suburban,Spanish,Slow,Increased,Yes,2,Yes,2,28,85
40,Male,Freelancer,4,Shopping,Law,,Rarely,Beginner,Laptop,Medium,Moderate,Suburban,Spanish,Medium,Decreased,No,3,Yes,2,28,83
39,Male,Student,5,Shopping,Business,Bard,Often,Intermediate,Desktop,Medium,Low,Urban,Arabic,Slow,Same,No,8,No,2,22,83
57,,Researcher,0,Health,Engineering,Notion AI,Rarely,Intermediate,Laptop,Medium,High,Suburban,Spanish,Slow,Increased,No,6,No,3,40,80
45,Female,Doctor,5,Entertainment,Computer Science,Notion AI,Rarely,Advanced,Mobile,High,High,Urban,French,Fast,Increased,Yes,5,Yes,3,82,63
36,Female,Researcher,9,Health,Medicine,ChatGPT,Sometimes,Advanced,Desktop,Low,,Suburban,Spanish,Fast,Decreased,Yes,10,No,3,59,83
52,Female,Student,12,Daily Life,Education,ChatGPT,Daily,Beginner,Mobile,Medium,Moderate,Urban,French,Slow,Decreased,No,1,Yes,1,21,87
46,Female,Designer,1,Entertainment,Law,Copilot,Daily,Advanced,Tablet,Low,Moderate,Rural,Arabic,Fast,Same,No,1,Yes,2,20,85
64,,Freelancer,11,Work,Medicine,Notion AI,Rarely,Intermediate,Desktop,Low,Low,Urban,Spanish,Slow,Decreased,Yes,9,No,2,40,65
26,Male,Freelancer,10,Study,Education,Bard,Sometimes,Intermediate,Tablet,High,Low,Rural,English,Slow,Decreased,Yes,3,Yes,2,31,65
19,,Researcher,10,Health,Business,Midjourney,Rarely,Intermediate,Laptop,High,Moderate,Suburban,Spanish,Medium,Increased,Yes,8,No,3,63,63
34,,Freelancer,7,Work,Medicine,,Rarely,Intermediate,Mobile,High,High,Rural,Arabic,Slow,Same,Yes,8,No,2,20,83
49,Male,Engineer,2,Work,Medicine,Midjourney,Rarely,Beginner,Laptop,Low,Moderate,Rural,Arabic,Fast,Same,No,6,No,3,87,65
61,Male,Teacher,0,Shopping,Education,Other,Rarely,Beginner,Mobile,Low,High,Rural,French,Medium,Same,Yes,3,Yes,2,43,67
54,Male,Teacher,10,Study,,Midjourney,Often,Beginner,Tablet,Low,Low,Rural,English,Slow,Decreased,Yes,2,Yes,2,22,85
23,Female,Researcher,3,Work,Education,Bard,Rarely,Beginner,Desktop,High,High,Rural,Arabic,Slow,Same,No,7,No,2,21,87
51,Female,Engineer,7,Work,Law,Copilot,Sometimes,Advanced,Tablet,Low,Moderate,Rural,Arabic,Slow,Increased,No,10,No,3,46,77
30,,Designer,10,Shopping,Business,Bard,Often,Intermediate,Laptop,Low,High,Urban,Arabic,Medium,Increased,Yes,10,No,2,31,63
57,Male,Engineer,5,Daily Life,Medicine,Midjourney,Rarely,Intermediate,Tablet,High,High,Rural,Arabic,Slow,Same,No,3,Yes,2,28,83
19,,Teacher,7,Work,Art,Notion AI,Sometimes,Advanced,Laptop,Medium,Low,Urban,Spanish,Fast,Increased,Yes,3,Yes,2,31,63
31,Female,Researcher,7,Study,Medicine,ChatGPT,Often,Beginner,Mobile,Medium,Moderate,Urban,French,Medium,Decreased,Yes,2,Yes,2,37,67
20,Female,Student,12,Health,Business,Midjourney,Sometimes,Beginner,Laptop,High,Moderate,Rural,Arabic,Slow,Increased,Yes,1,Yes,2,39,63
48,,Student,4,Daily Life,Law,Midjourney,Sometimes,Beginner,Mobile,High,Moderate,Suburban,English,Fast,Decreased,No,4,Yes,1,24,85
27,,Designer,0,Study,Engineering,Notion AI,Rarely,Advanced,Tablet,Medium,Low,Suburban,French,Medium,Decreased,No,2,Yes,2,36,65
21,,Designer,12,Entertainment,Education,Notion AI,Often,Intermediate,Desktop,Low,Moderate,Rural,Arabic,Fast,Increased,,5,Yes,2,25,85
41,,Designer,11,Entertainment,Engineering,Bard,Daily,Intermediate,Mobile,Medium,,Rural,English,Slow,Same,No,9,No,2,22,87
23,Female,Student,3,Entertainment,Business,Other,Often,Advanced,Tablet,High,High,Rural,Spanish,Slow,Increased,No,8,No,2,34,65
32,,Researcher,6,,Law,ChatGPT,Daily,Intermediate,Tablet,High,Moderate,Urban,English,Slow,Increased,No,1,Yes,2,25,85
33,,Freelancer,4,Daily Life,Medicine,ChatGPT,Sometimes,Intermediate,Desktop,Medium,Low,Urban,French,Fast,Increased,Yes,10,No,2,31,63
21,Female,Designer,11,Entertainment,Computer Science,Other,Often,Beginner,Mobile,Medium,High,Rural,Spanish,Medium,Increased,Yes,7,No,2,48,67
42,Male,Researcher,11,Daily Life,Computer Science,Notion AI,Sometimes,Intermediate,Desktop,Low,High,Rural,English,Medium,Same,No,1,Yes,2,41,67
54,Male,Unemployed,5,Health,Law,Other,Often,Intermediate,Tablet,Low,Moderate,Urban,English,Medium,Same,No,4,Yes,2,21,87
54,Male,Freelancer,10,Health,Computer Science,Midjourney,,Beginner,Mobile,High,Moderate,Urban,Spanish,Slow,Decreased,Yes,10,No,3,82,65
28,Female,Student,4,Work,Art,Midjourney,Often,Intermediate,Desktop,Low,Moderate,Suburban,Spanish,Medium,Decreased,No,1,Yes,2,36,63
29,Female,Doctor,10,Shopping,Art,ChatGPT,Rarely,,Laptop,Low,,Rural,Arabic,Medium,Decreased,No,7,No,3,54,78
38,Male,Student,11,Daily Life,Medicine,Other,Sometimes,Advanced,Mobile,Low,Low,Suburban,French,Slow,Same,Yes,2,Yes,1,22,87
64,Male,Freelancer,12,Shopping,Art,ChatGPT,Sometimes,Beginner,Mobile,High,Low,Rural,French,Slow,Increased,Yes,5,Yes,2,22,87
18,Female,Engineer,6,Health,Medicine,ChatGPT,Sometimes,Advanced,Desktop,High,Low,Suburban,French,Fast,Same,Yes,10,No,4,117,60
44,Male,Student,1,Daily Life,Law,Copilot,Rarely,Intermediate,Mobile,Medium,Moderate,Suburban,Spanish,Fast,Increased,No,10,No,1,27,85
25,Male,Unemployed,3,Shopping,Education,Copilot,Often,Intermediate,Mobile,Medium,Moderate,Urban,French,Fast,Decreased,Yes,7,No,2,24,83
55,Female,Engineer,3,Entertainment,Engineering,Midjourney,Rarely,Beginner,Laptop,Medium,Moderate,Rural,Spanish,Fast,Decreased,No,5,Yes,3,90,61
55,,Doctor,5,Shopping,Engineering,Other,Sometimes,Advanced,Laptop,Medium,High,Suburban,Spanish,Medium,Decreased,Yes,5,Yes,3,89,63
59,Female,Designer,1,Entertainment,Law,Other,Daily,Intermediate,Mobile,Low,Low,Rural,Spanish,Fast,Increased,Yes,10,No,2,47,63
51,Female,Unemployed,1,Study,Law,Notion AI,Rarely,Beginner,Tablet,Low,Moderate,Urban,Arabic,Fast,Decreased,Yes,6,No,2,42,65
43,Male,Freelancer,8,Daily Life,Art,Copilot,Sometimes,Beginner,Laptop,High,,Urban,Arabic,Medium,Same,Yes,7,No,2,35,67
36,,Doctor,7,Daily Life,Business,Midjourney,Daily,Beginner,Tablet,Medium,Moderate,Urban,Spanish,Medium,Same,Yes,6,No,2,27,87
47,Female,Researcher,12,Entertainment,Medicine,Midjourney,Rarely,Intermediate,Desktop,Medium,Low,Rural,French,Medium,Same,No,2,Yes,2,43,63
29,Male,Designer,5,Work,Art,Midjourney,Sometimes,Beginner,Mobile,High,Low,Suburban,Spanish,Medium,Decreased,No,3,Yes,2,25,85
52,Male,Freelancer,1,Daily Life,Engineering,Bard,Daily,,Laptop,High,Low,Suburban,Arabic,Medium,Increased,No,10,No,2,46,67
19,Male,Engineer,11,Work,Business,Notion AI,Often,Beginner,Laptop,Medium,Moderate,Suburban,French,Slow,Decreased,No,9,No,3,67,65
63,Male,Researcher,6,Health,Business,ChatGPT,Daily,Intermediate,Desktop,Medium,Low,Urban,English,Fast,Decreased,No,1,Yes,3,77,63
60,Female,Teacher,6,Daily Life,Art,ChatGPT,Sometimes,Advanced,Desktop,High,Low,Suburban,Spanish,Slow,Increased,No,9,No,2,49,63
54,Female,Doctor,6,Entertainment,Business,Bard,Rarely,Beginner,Mobile,Medium,Moderate,Urban,French,,Increased,Yes,5,Yes,3,63,65
19,Female,Unemployed,2,Health,Medicine,Other,Often,Intermediate,Mobile,High,High,Urban,English,Fast,Same,Yes,7,No,2,21,85
55,Female,Researcher,6,Study,Business,Other,Rarely,Advanced,Tablet,Medium,High,Rural,French,Medium,Same,No,4,Yes,2,39,67
40,Female,Unemployed,3,Entertainment,Medicine,Midjourney,Sometimes,Intermediate,Mobile,High,High,Rural,French,Fast,Same,No,10,No,2,20,83
38,,Student,5,Shopping,Education,Copilot,,Beginner,Mobile,Medium,Low,Rural,English,Slow,Decreased,No,4,Yes,2,39,63
59,Female,Engineer,1,Daily Life,Business,Notion AI,Sometimes,Beginner,Laptop,Medium,Low,Urban,Spanish,,Decreased,Yes,8,No,2,26,83
35,Male,Unemployed,10,Study,Business,ChatGPT,Sometimes,Beginner,Tablet,Low,High,Urban,Spanish,Medium,Decreased,No,3,Yes,2,42,65
41,,Doctor,8,Health,Law,Notion AI,Daily,Beginner,Desktop,High,Low,Rural,English,Fast,Decreased,No,3,Yes,4,85,77
20,,Doctor,11,Daily Life,Law,Notion AI,Rarely,Beginner,Mobile,High,Low,Suburban,Spanish,Medium,Increased,Yes,4,Yes,2,26,87
24,Male,Unemployed,3,Health,Engineering,Other,Daily,Intermediate,Desktop,Medium,High,Rural,English,Slow,Increased,No,8,No,2,29,87
56,Female,Doctor,11,Study,Art,Other,Sometimes,Beginner,Tablet,High,Moderate,Suburban,French,Medium,Decreased,No,2,Yes,3,40,78
60,,Student,3,Work,Law,ChatGPT,Rarely,Beginner,Laptop,High,Low,Rural,French,Slow,Decreased,Yes,6,No,2,37,65
54,Male,Student,3,Daily Life,Medicine,Bard,Rarely,Intermediate,Mobile,Medium,High,Rural,English,Fast,Same,Yes,2,Yes,1,25,83
32,Female,Teacher,0,Shopping,Medicine,ChatGPT,,Advanced,Desktop,Low,High,Rural,English,Medium,Decreased,Yes,6,No,2,22,85
58,Male,Teacher,7,Work,Computer Science,Bard,Often,Advanced,Laptop,Medium,Low,Rural,English,Slow,Increased,No,3,Yes,2,50,63
20,Male,Engineer,1,Work,Law,Bard,Daily,Advanced,Mobile,Medium,High,Suburban,Arabic,Medium,Decreased,No,7,No,3,77,61
40,Male,Teacher,1,Study,Law,Copilot,Often,Advanced,Desktop,Medium,Moderate,Rural,English,Medium,Same,No,3,Yes,2,39,67
47,Male,Doctor,12,Daily Life,Engineering,Notion AI,Often,Advanced,Laptop,Medium,,Rural,English,Medium,Increased,Yes,1,Yes,2,21,85
40,Male,Unemployed,12,Shopping,Law,ChatGPT,Daily,Advanced,Laptop,Medium,High,Rural,English,Slow,Decreased,Yes,4,Yes,2,25,87
44,Male,Unemployed,12,Shopping,Engineering,ChatGPT,Sometimes,Beginner,Laptop,High,Moderate,Rural,English,Slow,Increased,Yes,2,Yes,2,45,63
40,Male,Researcher,3,Daily Life,Engineering,Notion AI,Daily,Beginner,Mobile,Medium,High,Rural,French,Fast,Decreased,No,8,No,2,31,63
47,Male,Researcher,0,Health,Education,Bard,,Intermediate,Tablet,Medium,Low,Rural,Arabic,Fast,Same,Yes,6,No,3,65,67
30,,Doctor,2,Shopping,Computer Science,Other,Daily,Beginner,Tablet,High,High,Rural,Arabic,Medium,Decreased,Yes,3,Yes,3,88,63
51,Male,Doctor,0,Shopping,Art,Bard,Sometimes,Intermediate,Laptop,High,High,Suburban,English,Slow,Same,No,7,No,3,45,77
62,Female,Researcher,0,Entertainment,Art,Midjourney,Sometimes,Intermediate,Desktop,Low,High,Urban,Arabic,Fast,Increased,No,9,No,2,40,67
63,Male,Unemployed,9,Daily Life,Art,Midjourney,Rarely,Beginner,Tablet,High,Moderate,Suburban,French,Slow,Same,Yes,10,No,1,11,83
30,,Researcher,12,Health,Computer Science,Other,Rarely,Beginner,Tablet,Medium,Low,Suburban,Spanish,Medium,Increased,Yes,9,No,3,70,65
41,Male,Doctor,8,Daily Life,Business,Bard,Daily,Beginner,Desktop,Low,Moderate,Urban,English,Medium,Same,Yes,6,No,2,36,67
